area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Built-up  Area,Ready To Move,Yeshwanthpur,5 Bedroom,850.0,4.0,2.0,90.0,419.39
Super built-up  Area,18-Mar,Kanakapura,2 BHK,929.0,2.0,1.0,46.0,3773.32
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,2400.0,8.0,3.0,450.0,5482.36
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1350.0,2.0,1.0,75.0,5010.67
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1135.0,2.0,1.0,39.73,5074.16
Built-up  Area,Ready To Move,Basava Nagar,2 BHK,1405.0,2.0,2.0,70.0,4635.25
Plot  Area,18-Sep,Whitefield,2 Bedroom,1200.0,2.0,1.0,45.84,850.51
Super built-up  Area,18-Apr,Haralur Road,4 BHK,2805.0,4.0,3.0,154.0,821.45
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1161.0,2.0,2.0,64.08,793.86
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,1290.0,2.0,3.0,74.0,1313.33
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2557.0,3.0,2.0,141.0,492.16
Built-up  Area,Ready To Move,2nd Block Hrbr Layout,3 BHK,1480.0,3.0,2.0,90.0,7757.53
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,1350.0,3.0,0.0,54.54,9649.73
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1580.0,2.0,2.0,65.0,1743.61
Super built-up  Area,17-Oct,Banashankari,3 BHK,1470.0,2.0,1.0,88.64,344.71
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,500.0,1.0,1.0,14.0,5923.07
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,61.92,1854.94
Super built-up  Area,Ready To Move,Canara Bank Layout,3 BHK,1600.0,3.0,3.0,90.0,9613.12
Super built-up  Area,Ready To Move,Naganathapura,2 BHK,720.0,2.0,1.0,120.0,5402.2
Plot  Area,Ready To Move,Manjunath Nagar,4 Bedroom,1200.0,4.0,0.0,135.0,4169.24
Super built-up  Area,Ready To Move,Basapura,2 BHK,1200.0,2.0,2.0,35.0,9938.18
Built-up  Area,Ready To Move,Channasandra,3 BHK,1340.0,2.0,2.0,48.33,4695.02
Plot  Area,Ready To Move,Devanahalli,4 Bedroom,6136.0,4.0,2.0,560.0,6828.2
Super built-up  Area,Ready To Move,Jigani,2 BHK,918.0,2.0,2.0,48.0,5948.94
Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,1500.0,3.0,2.0,115.0,7254.16
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1315.0,2.0,2.0,85.0,1415.23
Plot  Area,Ready To Move,Sector 1 HSR Layout,4 Bedroom,2400.0,5.0,2.0,775.0,4614.69
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390.0,2.0,2.0,62.55,1011.83
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,1.0,56.0,1064.58
Built-up  Area,Ready To Move,Jalahalli,5 BHK,3100.0,4.0,2.0,265.0,393.22
Super built-up  Area,17-Dec,Mango Garden Layout,3 BHK,1824.0,3.0,3.0,125.0,8457.09
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420.0,2.0,2.0,96.0,2700.25
Plot  Area,Ready To Move,Kacharakanahalli,1 Bedroom,750.0,1.0,0.0,56.25,3404.9
Super built-up  Area,Ready To Move,Jalahalli East,3 BHK,1260.0,2.0,1.0,60.0,9783.72
Super built-up  Area,19-Sep,Hennur Road,3 BHK,1561.0,3.0,2.0,95.0,9186.5
Plot  Area,Ready To Move,5th Phase JP Nagar,9 Bedroom,812.0,6.0,3.0,165.0,9494.27
Super built-up  Area,Ready To Move,"Bidere Agarahara, Behind Safal market",2 BHK,1060.0,2.0,2.0,42.0,9964.35
Plot  Area,Ready To Move,Hoodi,8 Bedroom,1120.0,8.0,3.0,145.0,4217.27
Super built-up  Area,18-Jul,Haralur Road,2 BHK,1225.0,2.0,1.0,67.38,1275.49
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2144.0,3.0,2.0,135.0,1709.89
Plot  Area,Ready To Move,Kengeri,7 Bedroom,1200.0,6.0,2.0,140.0,1635.22
Super built-up  Area,Ready To Move,Electronic City,2 BHK,880.0,2.0,2.0,29.0,984.68
Super built-up  Area,21-Dec,Hoodi,3 BHK,1639.0,3.0,2.0,110.0,8710.83
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1240.0,2.0,1.0,62.0,1069.33
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1500.0,2.0,2.0,69.0,1068.58
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,1.0,46.0,1444.37
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1575.0,3.0,2.0,78.0,1511.53
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,1496.1
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2.0,1.0,56.0,3640.41
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,1637.0,3.0,3.0,73.0,9142.23
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3.0,2.0,86.58,1118.72
Super built-up  Area,18-Dec,Electronic City,2 BHK,1265.0,2.0,0.0,56.93,955.42
Super built-up  Area,21-Dec,Electronic City,3 BHK,1691.0,2.0,2.0,102.0,1866.5
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100.0,2.0,1.0,38.0,1946.78
Built-up  Area,Ready To Move,Grihalakshmi Layout,5 Bedroom,24.0,2.0,2.0,150.0,9034.89
Plot  Area,19-Jan,Gopalkrishna Nagar,3 Bedroom,1500.0,3.0,2.0,62.0,8666.61
Built-up  Area,Ready To Move,Hosakerehalli,4 BHK,3205.0,5.0,1.0,380.0,7586.69
Built-up  Area,Ready To Move,Kammanahalli,5 Bedroom,1666.0,4.0,1.0,150.0,1461.03
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1115.0,2.0,2.0,50.0,4260.96
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1070.0,2.0,1.0,45.0,1290.14
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1128.0,2.0,2.0,105.0,5608.82
Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,1.0,57.0,4779.26
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,1339.0,2.0,2.0,55.0,8063.94
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1192.0,2.0,2.0,75.0,6471.13
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1920.0,3.0,1.0,115.0,897.26
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,52.32,1064.22
Super built-up  Area,18-Apr,Rajaji Nagar,2 BHK,1357.0,2.0,1.0,115.0,641.63
Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,3 BHK,1600.0,3.0,2.0,75.0,3532.92
Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,1225.0,2.0,2.0,55.11,8958.45
Plot  Area,Ready To Move,Whitefield,4 Bedroom,2400.0,4.0,3.0,200.0,1394.18
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1570.0,3.0,3.0,80.0,1376.7
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1093.0,2.0,2.0,70.0,1510.89
Built-up  Area,Ready To Move,Basaveshwara Nagar,3 BHK,1865.0,3.0,3.0,145.0,3649.36
Plot  Area,Ready To Move,R.T. Nagar,6 Bedroom,1200.0,7.0,3.0,165.0,5434.66
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,1039.0,2.0,2.0,80.0,6034.05
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,1.0,64.5,6960.12
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1985.0,3.0,2.0,75.0,1120.43
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,1590.0,3.0,3.0,49.0,9150.41
Plot  Area,Ready To Move,Hunasamaranahalli,4 Bedroom,4000.0,4.0,2.0,675.0,8581.98
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,775.0,2.0,2.0,38.0,1590.14
Super built-up  Area,Ready To Move,RWF West Colony,2 BHK,1000.0,2.0,1.0,50.0,8954.07
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1800.0,3.0,2.0,175.0,9071.06
Super built-up  Area,18-Jun,Bommasandra,2 BHK,1035.0,2.0,1.0,41.0,7958.54
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,1520.0,2.0,1.0,75.0,8859.09
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1360.0,2.0,1.0,95.0,1636.97
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,6000.0,5.0,3.0,400.0,7760.99
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1117.0,2.0,2.0,56.0,7330.28
Plot  Area,Ready To Move,KR Puram,4 Bedroom,1200.0,4.0,3.0,120.0,1703.26
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,1330.0,2.0,1.0,92.5,4110.24
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1937.0,3.0,2.0,160.0,1857.04
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128.0,2.0,1.0,65.49,1846.21
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,1053.0,2.0,1.0,45.0,3204.73
Super built-up  Area,18-May,Panathur,2 BHK,1198.0,2.0,1.0,77.0,6477.45
Super built-up  Area,18-Apr,Marathahalli,2 BHK,1152.0,2.0,1.0,56.0,954.64
Super built-up  Area,17-Dec,1st Block Jayanagar,6 BHK,1200.0,6.0,2.0,125.0,5345.83
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,1625.0,2.0,1.0,75.0,8204.56
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1397.0,3.0,3.0,105.0,2321.52
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1523.0,3.0,3.0,170.0,708.98
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,45.0,8824.94
Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,700.0,1.0,0.0,38.0,6552.27
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1170.0,2.0,1.0,62.5,807.66
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1200.0,2.0,2.0,42.0,1144.45
Built-up  Area,Ready To Move,Manayata Tech Park,3 BHK,2400.0,3.0,2.0,170.0,1540.31
Super built-up  Area,Ready To Move,Kullappa Colony,2 BHK,1480.0,2.0,2.0,65.0,9868.3
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1897.0,3.0,2.0,120.0,7422.69
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,996.0,2.0,1.0,67.0,4779.41
Super built-up  Area,18-May,Haralur Road,3 BHK,1875.0,3.0,2.0,110.0,1560.81
Super built-up  Area,Ready To Move,Williams Town,3 BHK,1500.0,2.0,2.0,98.0,6779.9
Super built-up  Area,Ready To Move,Jaya Nagar East,3 BHK,3095.0,3.0,3.0,350.0,8458.92
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1390.0,2.0,1.0,175.0,4320.94
Super built-up  Area,20-Dec,Yelahanka,3 BHK,1450.0,3.0,0.0,65.255,1713.23
Super built-up  Area,17-Nov,Yelahanka,1 BHK,697.0,1.0,0.0,45.0,1449.52
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,710.0,1.0,1.0,27.0,1955.59
Carpet  Area,Ready To Move,Iggalur,2 BHK,910.0,2.0,1.0,30.5,5393.11
Built-up  Area,Ready To Move,Sompura,3 BHK,1025.0,2.0,1.0,48.0,7428.35
Super built-up  Area,18-Aug,Magadi Road,2 BHK,1000.0,2.0,0.0,46.5,9524.2
Plot  Area,Ready To Move,Harlur,4 Bedroom,1200.0,4.0,2.0,244.0,923.01
Super built-up  Area,18-May,Horamavu Agara,3 BHK,1453.0,2.0,1.0,46.48,9560.6
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3335.0,5.0,2.0,300.0,1625.46
Super built-up  Area,18-Mar,Thanisandra,2 BHK,971.5,2.0,0.0,36.435,881.4
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1281.0,2.0,1.0,74.0,1161.16
Built-up  Area,Ready To Move,Cooke Town,1 BHK,565.0,1.0,1.0,35.0,7957.2
Built-up  Area,Ready To Move,Varthur,2 BHK,1024.0,2.0,2.0,42.0,2134.7
Built-up  Area,Ready To Move,Electronic City,3 BHK,1620.0,3.0,2.0,62.0,1498.6
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1254.0,2.0,2.0,40.0,1215.06
Built-up  Area,Ready To Move,Banashankari,3 BHK,1300.0,2.0,2.0,75.0,610.46
Built-up  Area,Ready To Move,Doddakallasandra,2 BHK,1233.0,2.0,2.0,43.0,322.87
Plot  Area,Ready To Move,Chokkanahalli,1 Bedroom,1200.0,1.0,1.0,28.0,9100.76
Super built-up  Area,18-Oct,Hosur Road,3 BHK,1510.0,2.0,1.0,105.0,9814.42
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,950.0,2.0,1.0,65.0,9782.14
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,1945.0,3.0,2.0,97.42,8247.56
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1008.0,2.0,3.0,45.0,956.1
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1265.0,2.0,1.0,79.0,1709.92
Super built-up  Area,19-Dec,Hebbal,3 BHK,1255.0,2.0,1.0,77.68,829.5
Built-up  Area,18-Dec,Kanakpura Road,4 BHK,2689.0,6.0,2.0,220.0,826.55
Built-up  Area,Ready To Move,Yelenahalli,2 BHK,1200.0,2.0,2.0,46.17,5265.27
Super built-up  Area,19-Dec,Sarjapur  Road,3 BHK,1403.0,3.0,3.0,51.63,1386.37
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1535.0,3.0,2.0,85.0,8392.85
Plot  Area,Ready To Move,Chikkaballapur,3 Bedroom,1500.0,3.0,3.0,100.0,7783.07
Super built-up  Area,Ready To Move,Chamrajpet,3 BHK,1475.0,2.0,2.0,120.0,6121.32
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390.0,2.0,2.0,60.47,1128.35
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1278.0,2.0,1.0,53.76,3994.25
Super built-up  Area,Ready To Move,VGP Layout,2 BHK,1133.0,2.0,2.0,55.0,5983.27
Plot  Area,Ready To Move,Classic Paradise Layout,5 Bedroom,1560.0,5.0,1.0,145.0,6159.71
Plot  Area,Ready To Move,Byappanahalli,5 Bedroom,2900.0,5.0,2.0,90.0,4145.37
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1170.0,2.0,1.0,51.99,3589.62
Plot  Area,Ready To Move,Sahakara Nagar,3 Bedroom,1200.0,3.0,3.0,200.0,7855.78
Super built-up  Area,18-Dec,Whitefield,3 BHK,1697.0,3.0,2.0,94.79,1064.92
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1651.0,3.0,3.0,97.38,898.86
Super built-up  Area,Ready To Move,Vasanth nagar,3 BHK,1560.0,3.0,1.0,188.0,7763.5
Super built-up  Area,17-Apr,Hennur Road,3 BHK,1192.0,2.0,1.0,60.0,7581.58
Built-up  Area,Ready To Move,OMBR Layout,2 BHK,1078.0,2.0,3.0,65.0,4912.82
Plot  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,800.0,7.0,3.0,105.0,9656.04
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1349.0,2.0,2.0,78.0,4057.41
Plot  Area,Ready To Move,Ulsoor,9 Bedroom,2300.0,8.0,1.0,210.0,516.17
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,3.0,2.0,120.0,3887.23
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1314.0,2.0,2.0,63.0,5938.09
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1060.0,2.0,1.0,48.7,7469.68
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,820.0,2.0,0.0,39.0,5783.16
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5000.0,4.0,3.0,400.0,1129.06
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,2000.0,3.0,2.0,85.0,9887.84
Super built-up  Area,Ready To Move,Kalkere,2 BHK,856.0,2.0,3.0,40.0,5865.34
Super built-up  Area,18-Feb,Rajaji Nagar,3 BHK,1621.0,4.0,0.0,130.0,747.05
Plot  Area,18-Dec,ITPL,3 Bedroom,1200.0,3.0,1.0,68.4,4609.68
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1484.0,3.0,2.0,52.5,1055.73
Plot  Area,Ready To Move,T.C. Palya,4 Bedroom,600.0,5.0,2.0,60.0,3217.94
Plot  Area,Ready To Move,Siddapura,4 Bedroom,14000.0,3.0,2.0,800.0,7561.67
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,500.0,1.0,1.0,20.0,2737.05
Super built-up  Area,Ready To Move,Makali,1 BHK,485.0,1.0,1.0,15.0,9050.51
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,42.0,2946.42
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1617.0,3.0,3.0,66.68,1961.83
Built-up  Area,Ready To Move,Electronic City,2 BHK,550.0,1.0,1.0,16.0,1022.63
Built-up  Area,Ready To Move,RWF West Colony,3 BHK,1384.0,3.0,2.0,62.28,9080.36
Super built-up  Area,18-Apr,Devanahalli,2 BHK,1408.0,2.0,2.0,85.0,6329.79
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2.0,1.0,49.0,1725.11
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1410.0,2.0,2.0,75.0,8913.48
Built-up  Area,Ready To Move,Kaggadasapura,4 BHK,2150.0,4.0,1.0,100.0,3522.05
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2292.0,4.0,1.0,275.0,613.11
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,2006.0,3.0,2.0,297.0,3918.71
Built-up  Area,Ready To Move,Maragondanahalli,3 BHK,1508.0,3.0,2.0,70.25,3227.68
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1040.0,2.0,2.0,50.0,1905.02
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,1240.0,2.0,1.0,60.0,7316.55
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1535.0,3.0,1.0,78.0,8575.76
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1180.0,2.0,2.0,75.0,2963.04
Built-up  Area,Ready To Move,Abbigere,6 Bedroom,2200.0,6.0,2.0,68.0,3821.16
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1400.0,2.0,2.0,78.0,950.22
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,500.0,1.0,1.0,25.0,3371.13
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4800.0,4.0,3.0,525.0,1316.37
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1984.0,4.0,1.0,146.0,1040.63
Plot  Area,Ready To Move,Whitefield,4 Bedroom,3000.0,5.0,3.0,250.0,1389.91
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1960.0,3.0,3.0,160.0,3449.46
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1035.0,2.0,1.0,45.0,1498.37
Built-up  Area,Ready To Move,Vibuthipura,4 Bedroom,2150.0,4.0,1.0,80.0,4882.95
Built-up  Area,Ready To Move,Whitefield,3 BHK,1700.0,3.0,2.0,115.0,1757.07
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,3024.0,5.0,1.0,248.0,5172.53
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,1586.0,3.0,1.0,100.0,2910.44
Built-up  Area,18-May,Hennur,3 Bedroom,2264.0,2.0,2.0,155.0,813.94
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,2325.0,4.0,1.0,120.0,2144.89
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1120.0,2.0,2.0,55.0,1270.99
Super built-up  Area,18-Jun,Yelahanka,3 BHK,1662.0,2.0,2.0,67.98,1375.93
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1128.0,2.0,2.0,59.0,1520.02
Plot  Area,Ready To Move,5th Block Hbr Layout,6 Bedroom,1200.0,6.0,2.0,250.0,5041.64
Super built-up  Area,Ready To Move,Jigani,2 BHK,924.0,2.0,2.0,65.0,6084.95
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1600.0,3.0,2.0,52.0,9020.86
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,1006.0,2.0,2.0,35.0,8458.96
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1200.0,2.0,2.0,55.0,3277.33
Super built-up  Area,20-Dec,Jalahalli West,2 BHK,1250.0,2.0,1.0,62.0,6363.55
Plot  Area,Ready To Move,Defence Layout,3 Bedroom,1200.0,3.0,1.0,130.0,3734.51
Built-up  Area,Ready To Move,Kannamangala,2 BHK,957.0,2.0,1.0,56.0,4694.32
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140.0,2.0,2.0,41.0,1984.0
Super built-up  Area,Ready To Move,Roopena Agrahara,2 BHK,1050.0,2.0,1.0,67.0,3997.47
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1565.0,3.0,2.0,88.5,1398.67
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190.0,2.0,3.0,57.0,1541.79
Built-up  Area,18-Jan,Whitefield,3 Bedroom,2842.0,3.0,2.0,162.0,1642.96
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1558.67,2.0,2.0,65.0,1471.58
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,630.0,1.0,1.0,39.0,811.73
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1403.0,2.0,2.0,60.81,1191.75
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1542.0,2.0,3.0,85.0,1421.25
Built-up  Area,Ready To Move,Haralur Road,4 Bedroom,2750.0,4.0,0.0,220.0,905.44
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,1.0,290.0,5454.39
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,1635.0,2.0,2.0,78.0,3232.42
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1239.0,2.0,1.0,53.0,894.29
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194.0,2.0,2.0,47.0,1276.31
Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,1596.0,3.0,1.0,105.0,3929.01
Super built-up  Area,17-Nov,Channasandra,2 BHK,1009.0,2.0,1.0,38.34,5702.62
Super built-up  Area,18-Jul,Hosa Road,3 BHK,1726.0,3.0,2.0,81.99,7826.25
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1535.0,3.0,2.0,86.0,8604.11
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,1300.0,2.0,1.0,58.5,4401.05
Plot  Area,Ready To Move,Whitefield,4 Bedroom,3100.0,4.0,2.0,465.0,1000.98
Super built-up  Area,Ready To Move,Coconut Garden,3 BHK,1800.0,3.0,3.0,80.0,3731.97
Super built-up  Area,19-Dec,Binny Pete,1 BHK,665.0,1.0,0.0,50.75,3272.86
Plot  Area,Ready To Move,Chamrajpet,9 Bedroom,4050.0,7.0,1.0,1200.0,7945.33
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1500.0,2.0,1.0,100.0,3221.1
Built-up  Area,Ready To Move,Kalkere,2 BHK,925.0,2.0,2.0,48.0,9553.49
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,3356.0,4.0,2.0,251.0,862.37
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,1395.0,2.0,1.0,63.59,6789.07
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,1415.0,2.0,1.0,55.0,7963.42
Super built-up  Area,Ready To Move,Begur,3 BHK,1419.0,2.0,2.0,59.0,6612.91
Super built-up  Area,18-Feb,Kasavanhalli,2 BHK,1121.0,2.0,2.0,78.0,7998.61
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2.0,1.0,45.0,8612.1
Super built-up  Area,18-Jun,KR Puram,2 BHK,1100.0,2.0,1.0,47.0,1207.34
Super built-up  Area,Ready To Move,Hoodi,3 BHK,1606.0,3.0,3.0,89.55,8703.78
Built-up  Area,Ready To Move,Billekahalli,3 BHK,1650.0,3.0,2.0,88.0,3560.8
Super built-up  Area,Ready To Move,D Souza Layout,3 BHK,4634.0,4.0,3.0,1015.0,9263.72
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,1206.0,2.0,3.0,75.0,1457.11
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1495.0,2.0,0.0,64.0,1780.76
Plot  Area,Ready To Move,Malleshwaram,8 Bedroom,840.0,7.0,2.0,195.0,6166.23
Super built-up  Area,Ready To Move,Electronic City,2 BHK,710.0,2.0,2.0,16.0,1572.29
Super built-up  Area,Ready To Move,Balagere,2 BHK,1210.0,2.0,1.0,72.0,6684.82
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1523.0,2.0,2.0,53.4,8121.13
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1232.0,2.0,2.0,45.0,897.96
Super built-up  Area,20-Aug,Rachenahalli,1 BHK,680.0,1.0,1.0,44.0,4181.06
Super built-up  Area,19-Dec,Hebbal,3 BHK,1355.0,3.0,1.0,83.87,1096.52
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,2.0,51.46,991.45
Super built-up  Area,18-Jun,Kothannur,3 BHK,1275.0,2.0,2.0,43.85,9102.48
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,56.1,1063.06
Plot  Area,Ready To Move,Bettahalsoor,3 Bedroom,1200.0,3.0,1.0,85.0,9831.06
Plot  Area,Ready To Move,Electronic City,4 Bedroom,2000.0,4.0,0.0,120.0,1204.27
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1200.0,2.0,2.0,40.0,1018.54
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1610.0,3.0,1.0,90.0,1747.64
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140.0,2.0,2.0,43.0,1590.45
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1143.0,2.0,2.0,38.65,2996.39
Super built-up  Area,22-May,Jakkur,4 BHK,3467.86,6.0,3.0,249.0,6887.54
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1530.0,2.0,2.0,74.4,6157.61
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,980.0,2.0,2.0,69.0,2456.91
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1485.0,3.0,2.0,65.0,1995.6
Plot  Area,18-May,Whitefield,3 Bedroom,1500.0,3.0,1.0,130.0,1969.75
Super built-up  Area,18-Oct,Whitefield,2 BHK,1280.0,2.0,1.0,75.0,1580.39
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1265.0,2.0,2.0,85.0,1039.45
Built-up  Area,20-Dec,"ECC Road, Whitefield,",2 BHK,1132.0,2.0,1.0,67.0,7761.6
Super built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,1262.0,2.0,2.0,63.0,3505.39
