area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1680,3,2,99.27,8717.46
Carpet  Area,Ready To Move,LB Shastri Nagar,2 BHK,1043,2,2,55,4271.3
Plot  Area,Ready To Move,Hoskote,4 BHK,1200,4,1,120,5112.82
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1040,2,2,46,1882.33
Super built-up  Area,Ready To Move,Tindlu,3 BHK,1357,2,2,65,8646.85
Plot  Area,Ready To Move,Nayandanahalli,7 BHK,1600,7,1,104,9894.01
Super built-up  Area,18-Aug,Vibhutipura Extension,2 BHK,1225,2,2,47,8279.74
Plot  Area,Ready To Move,Sunkadakatte,9 BHK,1500,6,1,80,5752.37
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1130,2,2,40,595.32
Built-up  Area,Ready To Move,Basavangudi,4 BHK,2500,4,1,150,7627.1
Carpet  Area,Ready To Move,Sultan Palaya,3 BHK,1700,3,3,120,3549.19
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,1549,3,2,65,3088.99
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1400,2,2,100,654.66
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1080,2,2,50,4171.25
Built-up  Area,Ready To Move,Ulsoor,2 BHK,1180,2,2,100,690.32
Plot  Area,Ready To Move,Chandra Layout,7 BHK,780,7,3,150,7086.41
Super built-up  Area,Ready To Move,Domlur,3 BHK,1800,3,2,150,1942.67
Super built-up  Area,18-Aug,Haralur Road,2 BHK,1225,2,1,67.38,850.91
Built-up  Area,Ready To Move,Chandra Layout,1 BHK,890,1,1,75,4857.28
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1005,2,1,39.59,7210.88
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1320,2,1,95,1155.87
Built-up  Area,Ready To Move,Anandapura,4 BHK,1475,2,1,50,8000.97
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,1707,2,2,99.745,8313.04
Super built-up  Area,Ready To Move,Hagadur,2 BHK,1110,2,2,51,3717.61
Plot  Area,18-Apr,Popular Colony,2 BHK,1300,2,0,54,6596.98
Plot  Area,Ready To Move,Vajarahalli,5 BHK,600,3,1,86,6562.23
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128,2,1,65.35,1243.14
Super built-up  Area,22-May,Jakkur,2 BHK,1452.19,2,1,100,9530.47
Plot  Area,Ready To Move,8th block Koramangala,3 BHK,2400,3,2,290,8792.54
Super built-up  Area,18-Jul,Banashankari,3 BHK,2600,4,1,135,648.6
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,2500,4,2,325,8000.29
Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,630,1,1,35,6232.01
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,1243,2,2,48.5,9446.96
Built-up  Area,Ready To Move,Soundarya Layout,2 BHK,960,2,2,32,7862.17
Super built-up  Area,Ready To Move,"Banashankari 6th Stage ,Subramanyapura",3 BHK,1690,3,2,100,8102.87
Built-up  Area,Ready To Move,Whitefield,2 BHK,735,2,1,35,1834.03
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,1365,2,2,73,1128.89
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,2849,5,0,300,703.54
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1420,2,1,99.39,1034.29
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1570,3,3,68,5417.39
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,850,1,1,32,2671.22
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1575,2,2,110,3957.05
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1418,2,2,104,8995.76
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1050,2,1,42,1641.4
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1065,2,1,42.6,8089.4
Built-up  Area,Ready To Move,Ulsoor,3 BHK,1340,3,0,90,581.04
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1610,3,2,92,3894.18
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1160,2,1,33.5,1395.51
Super built-up  Area,Ready To Move,Kudlu,2 BHK,1092,2,2,44,5663.62
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2,2,47,995.64
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1455,3,1,61.5,1743.45
Super built-up  Area,18-Jun,Abbigere,1 BHK,734,1,0,19.82,8141.11
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,799,2,1,38,5690.49
Built-up  Area,Ready To Move,Whitefield,3 BHK,1896,3,1,75,830.23
Super built-up  Area,Ready To Move,Ardendale,2 BHK,1100,2,1,48,8872.98
Built-up  Area,Ready To Move,Bellandur,2 BHK,1350,2,1,79,813.7
Super built-up  Area,Ready To Move,Amarjyothi Colony,3 BHK,1355,3,1,61,7925.9
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,65,1964.31
Plot  Area,Ready To Move,Pattanagere,2 BHK,1350,2,0,90,6063.63
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,3875,3,2,864,4644.81
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1493,3,2,82,7934.1
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1098,2,1,43.91,8719.9
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1900,2,1,170,573.22
Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,1460,3,2,88,9769.25
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,2350,4,3,285,3361.68
Plot  Area,Ready To Move,Horamavu Banaswadi,5 BHK,1600,5,3,140,6533.57
Super built-up  Area,Ready To Move,Varthur,2 BHK,1091,2,1,32,3436.91
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1180,2,3,42,1835.17
Super built-up  Area,19-Dec,Kanakpura Road,2 BHK,1366,3,1,76.85,1015.11
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,1685,3,2,95,8600.02
Built-up  Area,Ready To Move,Koramangala,2 BHK,1260,2,3,100,576.35
Plot  Area,Ready To Move,Whitefield,3 BHK,3010,3,2,200,1275.86
Plot  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1330,4,1,140,958.06
Plot  Area,Ready To Move,Mallasandra,2 BHK,1200,2,0,130,9057.07
Super built-up  Area,18-Apr,Whitefield,2 BHK,1346,2,1,96.17,988.73
Super built-up  Area,18-Aug,Chandapura,1 BHK,630,1,0,13.86,4929.36
Super built-up  Area,19-May,Sarjapur  Road,3 BHK,1476,2,2,98.94,1148.05
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3,2,140,3742.83
Plot  Area,Ready To Move,Frazer Town,5 BHK,2350,2,0,423,7708.92
Super built-up  Area,Ready To Move,Electronic City,2 BHK,755,1,1,34,1756.02
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,5 BHK,800,5,2,98,4753.28
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2,2,46,1549.85
Super built-up  Area,18-Feb,Whitefield,3 BHK,3850,5,2,316,1486.1
Super built-up  Area,18-Jul,Hebbal,4 BHK,4235,4,2,365,1799.4
Plot  Area,18-Apr,Kurubarahalli,1 BHK,800,1,0,52,9342.61
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,2250,3,1,195,4036.47
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1352,2,2,68,3348.04
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2002,3,2,112,862.2
Plot  Area,Ready To Move,Bileshivale,4 BHK,4000,5,1,280,6842.01
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1060,2,2,45,5013.43
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1419.59,2,1,59,1168.13
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1196,2,2,51.15,2705.92
Built-up  Area,18-Dec,Electronic City,3 BHK,1220,2,2,35.24,1545.55
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,1595,3,2,75,1200.86
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1260,2,3,75,666.35
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1100,2,2,47,1285.43
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,1550,2,2,140,3478.47
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,1180,2,3,52,8486.32
Plot  Area,18-Dec,Electronic City,4 BHK,4000,5,1,150,1142.91
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662,3,2,85,6029.37
Super built-up  Area,Ready To Move,Hennur,2 BHK,1285,2,1,60,1622.53
Plot  Area,Ready To Move,Akshaya Nagar,4 BHK,1080,4,1,75,5327.19
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1862,3,2,119,3396.1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419,2,2,48,2747.84
Built-up  Area,14-Nov,Whitefield,3 BHK,1410,3,2,43.71,1933.34
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1560,2,2,62.4,3283.47
Plot  Area,Ready To Move,Chikkabettahalli,5 BHK,1100,4,3,150,7700.35
Super built-up  Area,19-Nov,Thanisandra,3 BHK,1634,3,3,78,1558.74
Plot  Area,Ready To Move,Ambedkar Nagar,5 BHK,5530,5,3,627,4392.94
Built-up  Area,Ready To Move,Whitefield,3 BHK,1150,2,3,44,1302
Super built-up  Area,18-May,Ashirvad Colony,2 BHK,1100,2,2,53,8256.58
Super built-up  Area,19-Mar,Yelahanka,3 BHK,1616,3,1,65,921.65
Super built-up  Area,17-Dec,Nagavarapalya,2 BHK,1392,2,1,99,4944.97
Super built-up  Area,19-Dec,Jakkur,3 BHK,1798,3,1,120,4934.23
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,1675,3,3,75,6024.13
Plot  Area,Ready To Move,Bhuvaneswari Nagar,2 BHK,792,2,1,70,9862.58
Super built-up  Area,Ready To Move,Varanasi,5 BHK,2000,4,1,103,3472.52
Built-up  Area,Ready To Move,Hongasandra,7 BHK,600,7,3,89,1422.44
Super built-up  Area,19-Jun,Hebbal,3 BHK,1700,3,2,124,1015.24
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1248,2,1,69,1964.81
Built-up  Area,Ready To Move,Kalkere,2 BHK,1147,2,1,54,3793.12
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,1100,2,2,40,5825.21
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1527,3,2,115,3475.77
Plot  Area,Ready To Move,Shantiniketan Layout,5 BHK,2400,5,2,235,7931.88
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1,1,25,1307.27
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1100,2,3,58,2693.05
Super built-up  Area,17-Dec,Seegehalli,2 BHK,1118,2,2,37.5,5783.29
Super built-up  Area,20-Dec,Kanakapura,3 BHK,1476,3,1,75,4849.93
Built-up  Area,Ready To Move,Gopal Reddy Layout,3 BHK,2100,3,1,75,4437.33
Super built-up  Area,18-Apr,Roopena Agrahara,3 BHK,1215,2,2,46.5,6381.28
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1332,2,1,79,4805.6
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1350,2,3,49,5012.23
Plot  Area,Ready To Move,Kothannur,4 BHK,600,4,1,81,7597.29
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2,2,46,1962.24
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1105,2,2,49.73,7225.46
Plot  Area,Ready To Move,Padmanabhanagar,3 BHK,1500,2,1,200,3538.86
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200,2,2,50,3529.09
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,1251,2,1,47.4,3902.85
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883,2,1,45,5081.04
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,1400,2,3,67,3644.47
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1800,3,3,260,599.52
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1703,3,2,113,7365.54
Super built-up  Area,Ready To Move,NRI Layout,5 BHK,2500,5,3,130,7539.53
Super built-up  Area,Ready To Move,Varthur,3 BHK,1250,3,2,71,2534.8
Super built-up  Area,Ready To Move,Jigani,2 BHK,933,2,2,43,4045.33
Plot  Area,Ready To Move,sankeswari,1 BHK,461.82,1,1,31.7,9755.11
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1262,2,1,75,1101.07
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,915,2,2,48,1611.23
Super built-up  Area,Ready To Move,Panathur,3 BHK,1370,2,2,61.5,6119.89
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,1210,2,3,55,7270.05
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2392,4,2,260,5190.35
Plot  Area,18-Feb,T c palya,3 BHK,1500,2,0,85,4897.67
Super built-up  Area,Ready To Move,Govindraja Nagar,2 BHK,1065,2,3,50,7183.68
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,3100,4,2,570,733.05
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1515,3,3,65,1936.08
Plot  Area,19-Dec,Sarjapura - Attibele Road,4 BHK,1800,4,2,110,3741.34
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1445,2,3,40.31,985.79
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1300,2,1,55,1933.68
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,989,2,0,60,3473.07
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1300,2,1,85,9180.96
Super built-up  Area,18-Jul,Chandapura,3 BHK,1185,2,2,30.22,4607.9
Plot  Area,Ready To Move,Battarahalli,5 BHK,1350,3,1,110,7113.1
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1045,2,3,60,1641.37
Super built-up  Area,18-Feb,Virat Nagar,2 BHK,1205,2,2,42.18,7760.78
Super built-up  Area,Ready To Move,Chennammanakere Achukattu,2 BHK,1260,2,1,75,5857.06
Plot  Area,Ready To Move,Devanahalli Road,5 BHK,1320,5,2,199,3107.76
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,1500,2,2,125,591.46
Super built-up  Area,18-May,Bommanahalli,3 BHK,1250,2,2,42.5,1103.72
Built-up  Area,18-Jul,"Maragondana Halli, kr puram, old madras road",2 BHK,1199,2,2,50,6151.78
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1385,2,1,83.09,9703.07
Plot  Area,Ready To Move,Dhanalakshmi Layout,6 BHK,1222,5,3,250,5793.25
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1149,2,1,75,3679.6
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2180,3,2,170,1026.25
Plot  Area,Ready To Move,TC Palaya,8 BHK,1200,7,1,110,7707.22
Plot  Area,Ready To Move,Thurahalli,5 BHK,1200,5,0,195,3713.25
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1818,3,1,135,809.98
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1070,2,2,33,6035.08
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640,3,2,241,346.31
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1350,2,2,54.6,8238.69
Built-up  Area,Ready To Move,Chandapura,2 BHK,630,1,1,27,6743.65
Super built-up  Area,22-Jun,Hoodi,2 BHK,1430,2,2,113,6038.15
Super built-up  Area,Ready To Move,Nagavara,3 BHK,2430,4,3,180,1110.45
Plot  Area,Ready To Move,Nobo Nagar,6 BHK,1500,7,3,220,6040.82
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1084,2,3,55,1668.14
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1186,2,1,56,3063.38
Built-up  Area,Ready To Move,Kengeri,2 BHK,1255,2,2,50,1507.34
Super built-up  Area,Ready To Move,Haralur Road,4 BHK,3400,5,3,240,1535.95
Super built-up  Area,18-Dec,Hosa Road,3 BHK,1541,3,1,69.84,7463.82
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5,1,282,4694.15
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295,2,2,70,3428.11
Plot  Area,Ready To Move,Kasavanhalli,3 BHK,1000,4,3,110,3639.74
Built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,2820,3,2,285,4394.89
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1370,2,2,54.79,3754.94
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1100,2,1,40,1686.47
Super built-up  Area,18-Apr,Hebbal,4 BHK,4772,6,2,510,816.49
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1370,2,1,170,424.19
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1370,2,1,54.79,2428.81
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1200,2,2,62,435.4
Plot  Area,Ready To Move,Gunjur,4 BHK,2000,3,0,95,2495.12
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,3500,4,2,300,3437.68
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 BHK,1200,4,3,240,6212.58
Plot  Area,Ready To Move,Kengeri,4 BHK,2400,5,2,253,1679.28
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1220,3,2,62,1528.08
Built-up  Area,Ready To Move,Kanakapura Road,3 BHK,1950,3,2,130,7710.1
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1178,2,3,73,3568.04
Super built-up  Area,Ready To Move,Dasanapura,3 BHK,1286,3,2,61.44,9660.43
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160,2,2,42,1806.19
Super built-up  Area,Ready To Move,Jigani,2 BHK,918,2,2,55,6415.27
Super built-up  Area,21-Dec,Electronic City,3 BHK,1563,3,2,91.84,1787.58
Super built-up  Area,18-Nov,Govindpura,2 BHK,1326,2,1,62.17,9528.97
Super built-up  Area,Ready To Move,3rd Block Jayanagar,3 BHK,1350,2,2,140,6809.78
Super built-up  Area,17-Dec,Hebbal,4 BHK,3960,5,3,386,1040.34
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1240,2,2,39.06,1540.14
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1325,2,2,50,3485.76
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,1100,2,1,44,8165.42
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,3875,3,2,800,6650.14
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,1605,3,2,50,3479.21
Super built-up  Area,Ready To Move,Hennur Road,5 BHK,5600,5,3,515,5597.79
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1260,2,1,60,9445.37
Super built-up  Area,19-Dec,Hoodi,3 BHK,1553,3,2,83.09,7091.14
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280,2,2,52,1446
Super built-up  Area,Ready To Move,Hebbal,3 BHK,1550,2,2,75,1122.62
Super built-up  Area,Ready To Move,Arekere,3 BHK,1445,2,2,125,1242.14
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,1550,3,2,74,3790.69
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1515,2,1,80.91,1599.76
Super built-up  Area,19-Mar,Hosa Road,3 BHK,1332,2,1,86.12,8511.71
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1652,3,2,70,1345.21
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1570,3,1,105,7411.73
Plot  Area,Ready To Move,Sarjapur  Road,4 BHK,5400,4,3,725,1098.06
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,794,1,1,60,7938.23
Plot  Area,Ready To Move,Seegehalli,3 BHK,1200,2,0,62,5993.21
Built-up  Area,Ready To Move,7th Phase JP Nagar,4 BHK,3600,3,2,410,2885.09
Plot  Area,Ready To Move,Hosakerehalli,3 BHK,1200,3,2,175,7545.26
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,1650,3,1,220,768.14
Plot  Area,Ready To Move,Chandra Layout,4 BHK,600,2,1,85,3448.04
Super built-up  Area,Ready To Move,HRBR Layout,3 BHK,2800,3,2,250,8773.2
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1750,3,2,110,1150.86
Built-up  Area,Ready To Move,Hebbal,2 BHK,1053,2,1,48,1332.7
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3,2,53,826.3
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,1665,3,3,70,4903.14
Plot  Area,Ready To Move,Outer Ring Road East,4 BHK,4051,4,3,345,6518.42
Plot  Area,Ready To Move,Malleshwaram,4 BHK,5500,5,1,1500,3393.23
Built-up  Area,Ready To Move,Bommasandra,3 BHK,1447,3,2,80,6437.67
Built-up  Area,Ready To Move,Balagere,2 BHK,1012,2,1,75,9489.77
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,1900,3,2,60,3737.75
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1308,2,2,92.66,8351.09
Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,3250,4,2,230,5867.7
Super built-up  Area,Ready To Move,Hormavu,1 BHK,1351,2,1,53,7586.22
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1000,2,2,22,1112.28
Plot  Area,Ready To Move,J P Nagar 7th Phase Ramayya City,4 BHK,1200,4,2,350,4116.45
Super built-up  Area,18-Aug,Gunjur,2 BHK,1140,2,2,49.11,2320.93
Super built-up  Area,22-May,Jakkur,4 BHK,3181,4,0,260.5,3493.44
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1250,2,1,55,1022.78
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1290,3,3,45.15,7649.54
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1424,2,2,90,9171.83
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1320,2,2,60.6,8698.88
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662,3,2,85.5,7795.94
Super built-up  Area,Ready To Move,Shanthala Nagar,5 BHK,8321,5,3,2700,3773.02
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200,2,2,45,1147.02
Built-up  Area,Ready To Move,Koramangala,3 BHK,1975,3,2,210,454.9
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1295,2,2,59.5,4749.7
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,1777,3,2,100,6605.04
Super built-up  Area,18-Apr,Kadugodi,3 BHK,1900,3,2,108,1442.66
Super built-up  Area,17-Jul,Anandapura,3 BHK,1576,3,2,59.1,5498.2
Super built-up  Area,Ready To Move,Sompura,2 BHK,1020,2,3,41,5476.52
Super built-up  Area,Ready To Move,Green Domain Layout,3 BHK,2100,3,3,170,8799.89
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,1 BHK,648,1,1,31.75,3578.59
Super built-up  Area,Ready To Move,Neeladri Nagar,3 BHK,1167,2,1,38,5154.57
Plot  Area,Ready To Move,Vyalikaval,7 BHK,1000,7,3,160,9396.52
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1220,2,2,50.89,9669.71
Super built-up  Area,Ready To Move,Kogilu,3 BHK,2350,5,1,327,2653.49
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1259,2,1,67.4,5480.97
Built-up  Area,Ready To Move,Gottigere,4 BHK,2000,4,2,82,1406.76
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1800,3,1,80,9587.85
Built-up  Area,Ready To Move,Cleveland Town,3 BHK,1991,3,2,160,9134.24
Super built-up  Area,Ready To Move,Bannerghatta,3 BHK,1665,3,3,110,3717.98
Built-up  Area,20-Dec,"Hoodi Circle,",2 BHK,1234,2,1,61,5749.12
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1340,2,2,64.31,1464.05
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1170,2,2,46.79,551.57
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,995,2,0,46,1032.64
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,1075,2,2,60,1830.58
Super built-up  Area,18-Apr,Electronic City,2 BHK,1025,2,1,54.5,1612.33
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,2721,3,2,113,6513.73
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2000,3,2,99,1830.52
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2500,4,3,155,1698.03
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,1325,2,2,70,6074.47
Super built-up  Area,18-Apr,Kadugodi,2 BHK,1314,2,3,68.2,1532.66
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,2265,3,2,136,992.44
Built-up  Area,Ready To Move,7th Phase JP Nagar,7 BHK,4800,7,0,170,3347.29
Super built-up  Area,21-Dec,Yelahanka,2 BHK,1026,2,1,41,1015.1
Built-up  Area,Ready To Move,Syndicate Bank Colony,3 BHK,1200,3,2,66,7857.65
Built-up  Area,Ready To Move,Kada Agrahara,3 BHK,2220,4,2,65,4607.19
Super built-up  Area,18-Sep,KR Puram,2 BHK,1192.5,2,0,51.22,941.06
Super built-up  Area,18-Dec,Hebbal,2 BHK,1420,2,1,99.39,998.34
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1888,4,1,95,802.39
Super built-up  Area,18-May,JP Nagar,2 BHK,1300,2,1,90.87,659.37
Super built-up  Area,18-May,Rajaji Nagar,2 BHK,1216,2,0,97.16,666.2
Plot  Area,19-Dec,"Off Sarjapur road,",4 BHK,3000,4,3,342,6604.53
Built-up  Area,Ready To Move,Begur,3 BHK,1559,3,2,63,4484.09
Super built-up  Area,Ready To Move,Harlur,2 BHK,1290,2,1,87,900.27
Plot  Area,Ready To Move,M C Layout,6 BHK,2400,6,2,245,3133.9
Built-up  Area,18-Jun,Whitefield,1 BHK,905,1,1,55,998.9
Built-up  Area,Ready To Move,Nanjappa Layout,2 BHK,1069,2,2,55,9235.99
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,2 BHK,829,2,1,22.8,4690.76
Built-up  Area,Ready To Move,Koramangala,2 BHK,1900,2,1,200,477.14
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1300,3,2,60,1066.83
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1115,2,1,33.45,5557.67
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2409,3,2,360,603.88
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,2150,4,2,125,4717.47
Super built-up  Area,19-Mar,Marathahalli,3 BHK,1305,2,1,69,869.28
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,1252,2,1,56.32,1269.24
Plot  Area,Ready To Move,Hosakerehalli,5 BHK,2400,5,2,250,4639.42
Plot  Area,18-Sep,Whitefield,2 BHK,1200,2,1,46.13,1063.46
Built-up  Area,Ready To Move,Koramangala,3 BHK,1750,3,1,130,779.93
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,545,1,1,35,1539.56
